1477010443100000,1.06971
1477010443200000,1.08687
1477010443300000,0.849668
1477010443400000,0.131093
1477010443500000,1.05782
1477010443600000,2.77915
1477010443700000,0.130365
1477010443800000,10.8559
1477010443900000,3.00693
1477010444000000,1.73018
1477010444100000,2.66331
1477010444200000,0.402981
1477010444300000,2.1784
1477010444400000,0.90783
1477010444500000,0.354921
1477010444600000,0.525425
1477010444700000,0.656214
1477010444800000,2.78404
1477010444900000,1.10973
1477010445000000,1.22738
1477010445100000,2.07646
1477010445200000,0.302666
1477010445300000,0.697808
1477010445400000,3.24642
1477010445500000,2.5856
1477010445600000,0.902554
1477010445700000,0.713518
1477010445800000,2.19805
1477010445900000,1.19324
1477010446000000,0.682501
1477010446100000,0.187305
1477010446200000,0.436116
1477010446300000,0.510326
1477010446400000,0.764617
1477010446500000,0.176403
1477010446600000,1.44945
1477010446700000,0.825222
1477010446800000,0.799424
1477010446900000,1.62318
1477010447000000,3.76529
1477010447100000,1.57902
1477010447200000,1.32794
1477010447300000,3.37361
1477010447400000,4.05061
1477010447500000,3.21974
1477010447600000,0.967272
1477010447700000,1.11318
1477010447800000,2.16542
1477010447900000,1.04634e-05
1477010448000000,4.72498
1477010448100000,1.14021
1477010448200000,1.81872
1477010448300000,0.988468
1477010448400000,1.3395
1477010448500000,0.388256
1477010448600000,1.24441
1477010448700000,2.12788
1477010448800000,3.34333
1477010448900000,0.0467907
1477010449000000,0.533634
1477010449100000,0.257483
1477010449200000,2.02495
1477010449300000,3.85459
1477010449400000,0.921703
1477010449500000,1.05135
1477010449600000,0.548105
1477010449700000,0.2764
1477010449800000,2.69473
1477010449900000,0.848631
1477010450000000,0.752538
1477010450100000,1.26512
1477010450200000,1.92818
1477010450300000,0.62546
1477010450400000,0.682071
1477010450500000,1.55727
1477010450600000,0.190238
1477010450700000,2.09585
1477010450800000,0.124471
1477010450900000,1.96043
1477010451000000,0.707533
1477010451100000,0.562733
1477010451200000,3.4578
1477010451300000,1.58884
1477010451400000,0.773093
1477010451500000,2.70761
1477010451600000,2.94705
1477010451700000,0.147919
1477010451800000,3.34151
1477010451900000,0.521777
1477010452000000,0.242308
1477010452100000,0.612333
1477010452200000,1.72476
1477010452300000,1.98585
1477010452400000,0.723427
1477010452500000,1.10889
1477010452600000,1.75264
1477010452700000,2.70648
1477010452800000,1.2058
1477010452900000,6.20359
1477010453000000,0.0391575
1477010453100000,0.516719
1477010453200000,2.22274
1477010453300000,1.79102
1477010453400000,0.722955
1477010453500000,2.19146
1477010453600000,0.502773
1477010453700000,0.774625
1477010453800000,4.05321
1477010453900000,1.16422
1477010454000000,3.70911
1477010454100000,0.337947
1477010454200000,0.505305
1477010454300000,4.46052
1477010454400000,2.65086
1477010454500000,0.969373
1477010454600000,2.10242
1477010454700000,0.811695
1477010454800000,3.917
1477010454900000,0.150629
1477010455000000,0.815899
1477010455100000,0.794512
1477010455200000,0.382327
1477010455300000,2.33346
1477010455400000,0.200751
1477010455500000,1.85725
1477010455600000,0.710509
1477010455700000,2.24297
1477010455800000,2.46201
1477010455900000,0.745301
1477010456000000,0.00617642
1477010456100000,1.22534
1477010456200000,0.576256
1477010456300000,1.36238
1477010456400000,5.12906
1477010456500000,3.86787
1477010456600000,1.5212
1477010456700000,1.5559
1477010456800000,2.54145
1477010456900000,1.49444
1477010457000000,1.14436
1477010457100000,0.385749
1477010457200000,0.592199
1477010457300000,2.21158
1477010457400000,1.48409
1477010457500000,5.05482
1477010457600000,0.504071
1477010457700000,1.18468
1477010457800000,0.263019
1477010457900000,1.83635
