1477010443050000,74.7934
1477010443150000,3.04994
1477010443250000,5.68079
1477010443350000,6.35742
1477010443450000,0.227668
1477010443550000,1.80459
1477010443650000,2.88069
1477010443750000,1.45319
1477010443850000,1.97839
1477010443950000,1.65023
1477010444050000,4.51178
1477010444150000,0.331658
1477010444250000,2.87281
1477010444350000,4.94707
1477010444450000,2.24376
1477010444550000,6.41615
1477010444650000,6.78011
1477010444750000,4.25978
1477010444850000,4.81029
1477010444950000,3.72594
1477010445050000,2.12
1477010445150000,0.778435
1477010445250000,1.47626
1477010445350000,0.891763
1477010445450000,3.17289
1477010445550000,11.1202
1477010445650000,0.204872
1477010445750000,1.37129
1477010445850000,3.691
1477010445950000,2.68818
1477010446050000,0.97925
1477010446150000,1.75837
1477010446250000,0.62554
1477010446350000,4.21597
1477010446450000,1.57176
1477010446550000,2.9685
1477010446650000,0.846005
1477010446750000,0.796683
1477010446850000,0.268101
1477010446950000,0.754021
1477010447050000,3.77651
1477010447150000,0.268638
1477010447250000,2.20807
1477010447350000,0.481035
1477010447450000,0.967332
1477010447550000,2.53586
1477010447650000,7.30611
1477010447750000,2.97919
1477010447850000,4.9039
1477010447950000,10.8305
1477010448050000,3.6312
1477010448150000,3.33918
1477010448250000,2.09278
1477010448350000,1.28809
1477010448450000,0.862146
1477010448550000,1.38541
1477010448650000,3.37278
1477010448750000,7.99965
1477010448850000,1.27325
1477010448950000,1.77938
1477010449050000,0.246856
1477010449150000,6.72113
1477010449250000,5.96275
1477010449350000,2.40007
1477010449450000,1.96743
1477010449550000,6.65777
1477010449650000,1.73234
1477010449750000,3.08384
1477010449850000,3.2552
1477010449950000,10.074
1477010450050000,3.27014
1477010450150000,5.64881
1477010450250000,2.11006
1477010450350000,1.22729
1477010450450000,0.357802
1477010450550000,2.44221
1477010450650000,1.7847
1477010450750000,2.53163
1477010450850000,0.980336
1477010450950000,1.09378
1477010451050000,4.16206
1477010451150000,5.50617
1477010451250000,1.02108
1477010451350000,2.28378
1477010451450000,1.42285
1477010451550000,4.33022
1477010451650000,0.0729844
1477010451750000,3.42061
1477010451850000,0.242752
1477010451950000,0.563517
1477010452050000,2.94203
1477010452150000,1.76212
1477010452250000,1.78718
1477010452350000,4.70067
1477010452450000,1.53695
1477010452550000,1.24385
1477010452650000,7.35714
1477010452750000,3.42894
1477010452850000,2.27405
1477010452950000,2.94378
1477010453050000,2.21656
1477010453150000,4.90234
