1477010453250000,0.952454
1477010453350000,2.02244
1477010453450000,1.01112
1477010453550000,2.61391
1477010453650000,1.74555
1477010453750000,2.67917
1477010453850000,0.808328
1477010453950000,1.28452
1477010454050000,3.2698
1477010454150000,3.66187
1477010454250000,2.78902
1477010454350000,2.69431
1477010454450000,1.27442
1477010454550000,1.2502
1477010454650000,0.581445
1477010454750000,2.54881
1477010454850000,1.96027
1477010454950000,2.83623
1477010455050000,5.48481
1477010455150000,5.78742
1477010455250000,1.60944
1477010455350000,3.69755
1477010455450000,3.79656
1477010455550000,2.40737
1477010455650000,0.178033
1477010455750000,2.29959
1477010455850000,1.21195
1477010455950000,4.25264
1477010456050000,0.843695
1477010456150000,0.162776
1477010456250000,4.17842
1477010456350000,0.517477
1477010456450000,1.18116
1477010456550000,5.23104
1477010456650000,5.86673
1477010456750000,3.71543
1477010456850000,5.64873
1477010456950000,2.77045
1477010457050000,3.94215
1477010457150000,3.29036
1477010457250000,1.19443
1477010457350000,0.312722
1477010457450000,4.38324
1477010457550000,0.494165
1477010457650000,0.384104
1477010457750000,2.3781
1477010457850000,3.56257
1477010457950000,0.268528
1477010458050000,5.60575
1477010458150000,1.06911
1477010458250000,7.26072
1477010458350000,0.952942
1477010458450000,1.83219
1477010458550000,1.31379
1477010458650000,1.75223
1477010458750000,1.48562
1477010458850000,2.90156
1477010458950000,1.57666
1477010459050000,2.83538
1477010459150000,3.64567
1477010459250000,2.91394
1477010459350000,0.319144
1477010459450000,4.49609
1477010459550000,2.11864
1477010459650000,2.23497
1477010459750000,5.05174
1477010459850000,7.85761
1477010459950000,1.6789
1477010460050000,0.669436
1477010460150000,1.74364
1477010460250000,3.93206
1477010460350000,1.15177
1477010460450000,4.98988
1477010460550000,1.6037
1477010460650000,2.52007
1477010460750000,1.96029
1477010460850000,6.34061
1477010460950000,2.0802
1477010461050000,0.831763
1477010461150000,3.66862
1477010461250000,1.61432
1477010461350000,0.882073
1477010461450000,2.01287
1477010461550000,3.52425
1477010461650000,0.312042
1477010461750000,1.86177
1477010461850000,1.30888
1477010461950000,6.3971
1477010462050000,0.244281
1477010462150000,11.0452
1477010462250000,3.5719
1477010462350000,0.564126
1477010462450000,1.40493
1477010462550000,0.987669
1477010462650000,2.0205
1477010462750000,1.65512
1477010462850000,5.11339
1477010462950000,2.28571
1477010463050000,2.75749
1477010463150000,1.81344
1477010463250000,7.11677
1477010463350000,8.5807
1477010463450000,0.214366
1477010463550000,0.868876
1477010463650000,2.78318
1477010463750000,2.14797
1477010463850000,1.13148
1477010463950000,0.590371
1477010464050000,8.92964
1477010464150000,2.30227
1477010464250000,0.92692
1477010464350000,3.22511
1477010464450000,4.62242
1477010464550000,1.78819
1477010464650000,5.55004
1477010464750000,1.48618
1477010464850000,2.42822
1477010464950000,5.84052
1477010465050000,1.69802
1477010465150000,6.3084
1477010465250000,4.44189
1477010465350000,1.9574
1477010465450000,1.44735
1477010465550000,4.55658
1477010465650000,1.65561
1477010465750000,5.54575
1477010465850000,2.96495
1477010465950000,0.425656
1477010466050000,0.0372466
1477010466150000,0.473457
1477010466250000,0.288556
1477010466350000,7.73228
1477010466450000,6.48934
1477010466550000,0.546236
1477010466650000,2.16218
1477010466750000,0.208309
1477010466850000,1.46033
1477010466950000,0.662292
1477010467050000,2.68672
1477010467150000,9.29261
1477010467250000,0.19973
1477010467350000,6.62052
1477010467450000,3.87904
1477010467550000,2.563
1477010467650000,6.28143
1477010467750000,1.56784
1477010467850000,2.17271
